id;grammar;lemma_id
H0216-020;N-csc | 2ms;H0216
H0216-021;Prep | N-csc;H0216
H0216-022;Prep-b | N-msc;H0216
H0216-024;Conj-w | N-cs;H0216
H0216-025;N-cp;H0216
H0216-026;Prep-k | V-Qal-Prtcpl-msc;H0216
H0216-027;Conj-w, Art | N-cs;H0216
H0216-028;Prep-k | N-csc;H0216
H0216-029;Prep-l | N-csc;H0216
H0216-030;Prep, Art | N-cs;H0216
H0216-031;N-csc | 2fs;H0216
H0216-032;Prep-l | N-csc | 2fs;H0216
H7200-001;Conj-w | V-Qal-ConsecImperf-3ms;H7200
H7200-002;Conj-w | V-Nifal-ConjImperf-3fs;H7200
H7200-003;Prep-l | V-Qal-Inf;H7200
H7200-004;Conj-w | V-Qal-ConsecImperf-3fs;H7200
H7200-005;Conj-w | V-Qal-ConsecImperf-3mp;H7200
H7200-006;V-Qal-Perf-1cs;H7200
H7200-007;V-Nifal-Perf-3cp;H7200
H7200-008;Conj-w | V-Nifal-ConjPerf-3fs;H7200
H7200-009;Conj-w | V-Qal-ConjPerf-1cs | 3fs;H7200
H7200-010;V-Qal-Perf-3cp;H7200
H7200-011;V-Hifil-Imperf-1cs | 2mse;H7200
H7200-012;Conj-w | V-Nifal-ConsecImperf-3ms;H7200
H7200-013;Art | V-Nifal-Prtcpl-ms;H7200
H7200-014;V-Qal-Imperf-3mp;H7200
H7200-015;Conj-w | V-Qal-Imp-ms;H7200
H7200-016;V-Qal-Prtcpl-ms;H7200
H7200-017;V-Qal-Prtcpl-msc | 1cs;H7200
H7200-018;Conj-w | V-Qal-ConjImperf.h-1cs;H7200
H7200-019;V-Qal-Perf-2ms;H7200
H7200-020;V-Qal-Imperf.h-1cs;H7200
H7200-021;V-Qal-Imperf-3ms;H7200
H7200-022;N-proper-ms;H7200
H7200-023;V-Nifal-Imperf-3ms;H7200
H7200-024;Prep-k | V-Qal-Inf;H7200
H7200-025;V-Qal-InfAbs;H7200
H7200-026;V-Qal-Perf-1cp;H7200
H7200-027;Prep-m | V-Qal-Inf;H7200
H7200-028;V-Qal-Imp-ms;H7200
H7200-029;V-Qal-Perf-3ms;H7200
H7200-030;Conj-w | V-Qal-ConsecImperf-1cs;H7200
H7200-031;V-Qal-Perf-3ms | 3mp;H7200
H7200-032;V-Qal-Imperf-1cs;H7200
H7200-033;Conj-w | V-Qal-ConjImperf-1cp;H7200
H7200-034;V-Qal-Perf-3fs;H7200
H7200-035;Conj-w | V-Qal-ConsecImperf-3ms | 3fs;H7200
H7200-036;Prep-k | V-Qal-Inf | 3fs;H7200
H7200-037;V-Qal-Imp-mp;H7200
H7200-038;V-Hifil-Perf-3ms;H7200
H7200-039;V-Qal-Imperf.Jus-3ms;H7200
H7200-040;V-Hitpael-Imperf-2mp;H7200
H7200-041;V-Qal-Imperf-2mp;H7200
H7200-042;V-Qal-Perf-1cs | 3ms;H7200
H7200-043;Prep-k | V-Qal-Inf | 3ms;H7200
H7200-044;V-Qal-Prtcpl-fp;H7200
H7200-045;V-Qal-Perf-2mp;H7200
H7200-046;Conj-w | V-Qal-ConjImperf.h-1cs | 3mse;H7200
H7200-047;V-Qal-Inf | 1cs;H7200
H7200-048;V-Nifal-Perf-3ms;H7200
H7200-049;V-Qal-Inf;H7200
H7200-050;Conj-w | V-Qal-ConjPerf-2fp;H7200
H7200-051;Conj-w | V-Qal-ConsecImperf-3fs | 3ms;H7200
H7200-052;Conj-w | V-Qal-ConjPerf-3ms | 2ms;H7200
H7200-053;V-Qal-Imperf-2ms;H7200
H7200-054;Conj-w | V-Nifal-ConsecImperf-1cs;H7200
H7200-055;V-Hifil-Inf | 2ms;H7200
H7200-056;V-Qal-Inf | 2ms;H7200
H7200-057;Conj-w | V-Qal-ConjPerf-1cs;H7200
H7200-058;Conj-w | V-Qal-ConjPerf-3ms;H7200
H7200-059;Prep-b | V-Qal-Inf | 3mp;H7200
H7200-060;Conj-w | V-Qal-Imp-mp;H7200
H7200-061;Prep-l | V-Qal-Inf | 3mp;H7200
H7200-062;Conj-w | V-Qal-ConjPerf-2mp;H7200
H7200-063;V-Qal-Prtcpl-mp;H7200
H7200-064;V-Nifal-Imperf-3mp;H7200
H7200-065;V-Hifil-Prtcpl-ms;H7200
H7200-066;V-Hofal-Prtcpl-ms;H7200
H7200-067;V-Hofal-Perf-2ms;H7200
H7200-068;V-Hifil-Imp-ms | 1cs;H7200
H7200-069;V-Qal-Imperf-3ms | 1cs;H7200
H7200-070;Conj-w | V-Qal-ConjPerf-2ms;H7200
H7200-071;V-Nifal-Imperf.Jus-3ms;H7200
H7200-072;Prep-l | V-Nifal-Inf;H7200
H7200-073;Conj-w | V-Qal-ConjPerf-3cp;H7200
H7200-074;Conj-w | V-Nifal-ConjImperf.Jus-3ms;H7200
H7200-075;Conj-w | V-Qal-ConjPerf-3ms | 3ms;H7200
H7200-076;V-Nifal-Inf | 3ms;H7200
H7200-077;Conj-w | V-Nifal-ConjPerf-3ms;H7200
H7200-078;V-Nifal-Inf;H7200
H7200-079;V-Qal-Imperf-3ms | 3fse;H7200
H7200-080;Conj-w | V-Hofal-ConjPerf-3ms;H7200
H7200-081;V-Nifal-Imperf-3fs;H7200
H7200-082;V-Nifal-Imperf-1cs;H7200
H7200-083;V-Qal-Imperf-3fs;H7200
H7200-084;Conj-w | V-Hifil-ConsecImperf-3mp | 3mp;H7200
H7200-085;Art | V-Qal-Prtcpl-mp;H7200
H7200-086;V-Qal-Imperf-3mp | 3fs;H7200
H7200-087;Conj-w | V-Qal-ConsecImperf-3fs | 1cs;H7200
H7200-088;V-Hifil-Imperf-3ms | 1cs;H7200
H7200-089;V-Qal-Imperf-1cs | 3mse;H7200
H7200-090;V-Qal-Imperf-2ms | 3mse;H7200
H7200-091;Prep-l | V-Hifil-Inf | 2mp;H7200
H7200-092;Art | V-Qal-Prtcpl-fp;H7200
H7200-093;Prep-l | V-Hifil-Inf;H7200
H7200-094;V-Qal-Imperf-3mp | Pn;H7200
H7200-095;V-Hifil-Perf-3ms | 2ms;H7200
H7200-096;V-Hifil-Perf-3ms | 1cp;H7200
H7200-097;Prep-l | V-Qal-Inf | 3fs;H7200
H7200-098;Conj-w | V-Qal-ConsecImperf-2mp;H7200
H7200-099;Conj-w | V-Hifil-ConsecImperf-3ms | 3ms;H7200
H7200-100;V-Hifil-Perf-1cs | 2ms;H7200
H7200-101;Prep-k | V-Qal-Inf | 2mp;H7200
H7200-102;V-Hifil-Inf | 3mp;H7200
H7200-103;Conj-w | V-Qal-ConsecImperf-3fp;H7200
H7200-104;V-Hifil-Imp-ms | 1cp;H7200
H7200-105;Conj-w | V-Hifil-ConsecImperf-3ms | 3mp;H7200
H7200-106;Conj-w | V-Hifil-ConjImperf.h-1cs | 2mse;H7200
H7200-107;Prep-k | V-Qal-Inf | 3mp;H7200
H7200-108;Conj-w | V-Qal-Imp-fs;H7200
H7200-109;Conj-w | V-Qal-ConsecImperf-3ms | 3ms;H7200
H7200-110;Art | V-Qal-Prtcpl-ms;H7200
H7200-111;V-Nifal-Perf-3fs;H7200
H7200-112;Conj-w | V-Qal-ConsecImperf-1cp;H7200
H7200-113;Conj-w, Prep-k | V-Qal-Inf;H7200
H7200-114; V-Qal-Imperf-2mp;H7200
H7200-115;V-Qal-Perf-3ms | 3ms;H7200
H7200-116;Conj-w | V-Qal-ConjImperf.Jus-3ms;H7200
H7200-117;V-Qal-Imp-fs;H7200
H7200-118;V-Qal-Perf-2fs;H7200
H7200-119;Conj-w | V-Qal-ConsecImperf-3ms | 1cs;H7200
H7200-120;Prep-l | V-Qal-Inf | 2ms;H7200
H7200-121;Prep-l | V-Qal-Inf | 3ms;H7200
H7200-122;Conj-w | V-Hifil-ConjPerf-3ms | 1cs2;H7200
H7200-123;Conj-w | V-Nifal-ConsecImperf-3mp;H7200
H7200-124;Prep-b | V-Qal-Inf | 3ms;H7200
H7200-125;V-Nifal-Prtcpl-fs;H7200
H7200-126;Art | V-Nifal-Perf-3ms;H7200
H7200-127;V-Nifal-Imp-ms;H7200
H7200-128;Conj-w | V-Qal-ConsecImperf-3mp | 3ms;H7200
H7200-129;Conj-w | V-Qal-ConsecImperf-3ms | 3mp;H7200
H7200-130;V-Qal-Imperf-1cs | 2mse;H7200
H7200-131;Conj-w | V-Qal-ConjImperf-3ms;H7200
H7200-132;Conj-w | V-Qal-ConjImperf-3mp;H7200
H7200-133;Conj-w | V-Qal-ConjImperf.h-1cp;H7200
H7200-134;Conj-w | V-Hifil-ConjPerf-3ms | 1cs;H7200
H7200-135;V-Hifil-Perf-3ms | 1cs;H7200
H7200-136;Conj-w | V-Qal-ConjPerf-3fs;H7200
H7200-137;Conj-w | V-Hifil-ConsecImperf-3ms;H7200
H7200-138;V-Hitpael-Imperf.h-1cp;H7200
H7200-139;Conj-w | V-Hitpael-ConsecImperf-3mp;H7200
H7200-140;V-Hifil-Perf-3ms | 3mp;H7200
H7200-141;V-Hifil-Perf-1cs | 3mp;H7200
H7200-142;V-Qal-Imperf-3fp;H7200
H7200-143;Prep-m | V-Qal-Prtcpl-mpc;H7200
H7200-144;Art | N-ms;H7200
H7200-145;Conj-w | V-Qal-ConjPerf-2ms | 1cs;H7200
H7200-146;Prep-b | V-Qal-Inf;H7200
H7200-147;Conj-w, Prep-b | V-Qal-Inf;H7200
H7200-148;Conj-w, Prep-k | V-Qal-Inf | 3mp;H7200
H7200-149;Conj-w | V-Qal-ConsecImperf-2ms;H7200
H7200-150;Prep-b | V-Hifil-Inf | 3ms;H7200
H7200-151;V-Qal-Prtcpl-mpc;H7200
H7200-152;Art | V-Qal-QalPassPrtcpl-fp;H7200
H7200-153;V-Qal-Prtcpl-mpc | 3fs;H7200
H7200-154;V-Qal-Perf-1cs | 2ms;H7200
H7200-155;V-Qal-Imperf-3fs | 1cs;H7200
H7200-156;V-Qal-Prtcpl-mpc | 3ms;H7200
H7200-157;V-Qal-Perf-3ms | 3fs;H7200
H7200-158;V-Qal-Perf-3cp | 1cs;H7200
H7200-159;V-QalPass-Perf-3cp;H7200
H7200-160;V-Qal-Perf-3fs | 2ms;H7200
H7200-161;V-Hifil-Imperf-3ms | 1cp;H7200
H7200-162;V-Qal-Prtcpl-mpc | 1cs;H7200
H7200-163;V-Qal-Imperf-1cp;H7200
H7200-164;Conj-w | V-Nifal-ConjImperf-1cs;H7200
H7200-165;V-Hifil-Imperf-1cs | 3mse;H7200
H7200-166;V-Hifil-Perf-2ms;H7200
H7200-167;V-Qal-Prtcpl-msc;H7200
H7200-168;V-Hifil-Perf-2ms | 1cp;H7200
H7200-169;V-Hifil-Perf-2ms | 1cs;H7200
H7200-170;V-Qal-Perf-3cp | 2ms;H7200
H7200-171;Conj-w | V-Hifil-ConjImperf-1cs | 3ms;H7200
H7200-172;V-Qal-Imperf-3mp | 1cs;H7200
H7200-173;V-Qal-Prtcpl-fs;H7200
H7200-174;V-Qal-Imperf.Jus-2ms;H7200
H7200-175;Conj-w, Prep-l | V-Qal-Inf;H7200
H7200-178;Prep-l | V-Qal-Prtcpl-mpc;H7200
H7200-179;Conj-w | V-Qal-InfAbs;H7200
H7200-180;Conj-w | V-Qal-Prtcpl-ms;H7200
H7200-181;V-Qal-Imperf-2mp | 1cs;H7200
H7200-182;V-Hifil-Imp-fs | 1cs;H7200
H7200-183;Conj-w | V-Qal-Imp-fp;H7200
H7200-184;V-Qal-Perf-3cp | 3fs;H7200
H7200-185;V-Qal-Imperf.h-1cp;H7200
H7200-186;V-Qal-Prtcpl-mpc | 2ms;H7200
H7200-187;V-Qal-Prtcpl-msc | 1cp;H7200
H7200-188;Prep-l, Art | N-mp;H7200
H7200-189;V-Hifil-Imperf-3ms;H7200
H7200-190;Conj-w | V-Qal-ConjImperf.Jus-1cp;H7200
H7200-191;Conj-w | V-Qal-ConjImperf.Jus-1cs;H7200
H7200-192;Conj-w | V-Qal-ConjImperf.h-1cp | 3ms;H7200
H7200-193;V-Qal-Imperf-2fs;H7200
H7200-194;V-Qal-Prtcpl-mpc | 3mp;H7200
H7200-195;V-Qal-Imperf-2ms | 1cs;H7200
H7200-196;V-Qal-Imperf-1cs | 3mp;H7200
H7200-197;Conj-w | V-Qal-ConsecImperf-1cs | 2fs;H7200
H7200-198;Conj-w | V-Nifal-ConjImperf-3mp;H7200
H7200-199;Prep-b | V-Qal-Inf | 1cs;H7200
H7200-200;Conj-w | V-Qal-ConjPerf-1cs | 3ms;H7200
H7200-201;Conj-w | V-Qal-ConjImperf.Jus-3fs;H7200
H7200-202;Conj-w | V-Hifil-ConjPerf-1cs;H7200
H7200-203;V-Qal-Prtcpl-mpc | 2fs;H7200
H7200-204;V-Hifil-Imperf-2ms | 1cs;H7200
H7200-205;Conj-w | V-Hifil-ConsecImperf-3ms | 1cs;H7200
H7200-206;V-Qal-Imperf.Jus-3fs;H7200
H7200-207;Prep-b | V-Nifal-Inf | 3ms;H7200
H2896-029;Prep-k | V-Qal-Inf;H2896
H0914-001;Conj-w | V-Hifil-ConsecImperf-3ms;H0914
H0914-002;V-Hifil-Prtcpl-ms;H0914
H0914-003;Prep-l | V-Hifil-Inf;H0914
H0914-004;Conj-w, Prep-l | V-Hifil-Inf;H0914
H0914-005;Conj-w | V-Hifil-ConjPerf-3fs;H0914
H0914-006;V-Hifil-Imperf-3ms;H0914
H0914-007;V-Hifil-Perf-1cs;H0914
H0914-008;Conj-w | V-Hifil-ConjPerf-2mp;H0914
H0914-009;Conj-w | V-Hifil-ConsecImperf-1cs;H0914
H0914-010;Conj-w | V-Hifil-ConjPerf-2ms;H0914
H0914-011;V-Hifil-Perf-3ms;H0914
H0914-012;V-Nifal-Imp-mp;H0914
H0914-013;V-Hifil-Imperf-2ms;H0914
H0914-014;Conj-w | V-Hifil-ConjPerf-3ms | 3ms;H0914
H0914-015;V-Hifil-Perf-2ms | 3mp;H0914
H0914-016;V-Nifal-Perf-3cp;H0914
H0914-017;Conj-w | V-Nifal-ConsecImperf-3ms;H0914
H0914-018;Conj-w | V-Hifil-ConsecImperf-3ms | 3mp;H0914
H0914-019;Art | V-Nifal-Prtcpl-ms;H0914
H0914-020;Conj-w | V-Hifil-ConsecImperf-1cs | 3fs;H0914
H0914-021;V-Nifal-Imperf-3ms;H0914
H0914-022;Conj-w | V-Nifal-Imp-mp;H0914
H0914-023;Conj-w | V-Nifal-ConsecImperf-3mp;H0914
H0914-024;Conj-w | V-Hifil-ConsecImperf-3mp;H0914
H0914-025;V-Hifil-InfAbs;H0914
H0914-026;V-Hifil-Imperf-3ms | 1cs;H0914
H0914-027;V-Hifil-Prtcpl-mp;H0914
H0914-028;V-Hifil-Perf-3cp;H0914
H0914-029;V-Hifil-Imperf-3mp;H0914
H0996-001;Prep;H0996
H0996-002;Conj-w | Prep;H0996
H0996-003;Prep | 2ms;H0996
H0996-004;Prep | 1cs;H0996
H0996-005;Conj-w | Prep | 2mp;H0996
H0996-006;Conj-w | Prep | 2ms;H0996
H0996-007;Prep | 1cp;H0996
H0996-008;Prep | 3ms;H0996
H0996-009;Prep | 3mp;H0996
H0996-010;Prep-m;H0996
H0996-011;Prep | 2mp;H0996
H0996-012;Conj-w | Prep | 3ms;H0996
H0996-013;Conj-w | Prep | 2fs;H0996
H0996-014;Conj-w, Prep-m;H0996
H0996-015;Prep-b | Prep;H0996
H0996-016;Prep-l;H0996
H0996-017;Conj-w | Prep | 3mp;H0996
H0996-018;N-ms;H0996
H7121-001;Conj-w | V-Qal-ConsecImperf-3ms;H7121
H7121-002;V-Qal-Perf-3ms;H7121
H7121-003;V-Qal-Imperf-3ms;H7121
H7121-004;V-Nifal-Imperf-3ms;H7121
H7121-005;Conj-w | V-Qal-ConsecImperf-3fs;H7121
H7121-006;Prep-l | V-Qal-Inf;H7121
H7121-007;Conj-w | V-Qal-ConjPerf-2fs;H7121
H7121-008;V-Qal-Imperf-2ms;H7121
H7121-009;Conj-w | V-Qal-ConjPerf-2ms;H7121
H7121-010;Conj-w | V-Qal-ConsecImperf-3mp;H7121
H7121-011;V-Qal-Imperf.h-1cp;H7121
H7121-012;V-Qal-Perf-3fs;H7121
H7121-013;Conj-w | V-Qal-ConsecImperf-1cs;H7121
H7121-014;V-Nifal-Imperf-3mp;H7121
H7121-015;Conj-w | V-Nifal-ConjImperf-3ms;H7121
H7121-016;Conj-w | V-Qal-ConjPerf-1cs;H7121
H7121-017;V-Qal-Imp-fp;H7121
H7121-018;V-Qal-Perf-1cs;H7121
H7121-019;Conj-w | V-Qal-ConjPerf-3ms;H7121
H7121-020;V-Qal-Imperf-2mp;H7121
H7121-021;Conj-w | V-Qal-ConjPerf-2mp;H7121
H7121-022;V-Qal-QalPassPrtcpl-mpc;H7121
H7121-023;V-Qal-Perf-1cs | 2ms;H7121
H7121-024;Conj-w | V-Qal-ConsecImperf-3fp;H7121
H7121-025;V-Qal-Imperf-3mp;H7121
H7121-026;V-Qal-Inf | 1cp;H7121
H7121-027;Conj-w | V-Qal-ConjPerf-3cp;H7121
H7121-028;Conj-w | V-Nifal-ConjPerf-3ms;H7121
H7121-029;V-Nifal-Perf-3ms;H7121
H7121-030;V-Qal-Imp-ms;H7121
H7121-031;V-Qal-Imperf-1cs;H7121
H7121-032;V-Qal-Inf;H7121
H7121-033;V-Qal-Perf-2ms;H7121
H7121-034;V-Qal-Perf-2mp;H7121
H7121-035;V-Qal-Imp-mp;H7121
H7121-036;V-Qal-Perf-3cp;H7121
H7121-037;V-Qal-Imperf-2fp;H7121
H7121-038;Conj-w | V-Qal-Imp-ms;H7121
H7121-039;V-Qal-Prtcpl-ms;H7121
H7121-040;Art | V-Qal-QalPassPrtcpl-mp;H7121
H7121-041;V-Qal-Imperf.h-1cs;H7121
H7121-042;Conj-w | V-Qal-ConsecImperf-1cs | 3fs;H7121
H7121-043;V-Qal-QalPassPrtcpl-mp;H7121
H7121-044;Conj-w | V-Nifal-ConsecImperf-3ms;H7121
H7121-045;V-Qal-Inf | 3mp;H7121
H7121-046;Conj-w | V-Qal-Imp-mp;H7121
H7121-047;Conj-w | V-Qal-ConsecImperf-3ms | 3fs;H7121
H7121-048;Prep-k | V-Qal-Inf;H7121
H7121-049;Conj-w | V-Qal-ConsecImperf-3ms | 3mp;H7121
H7121-050;Conj-w | V-Qal-ConsecImperf-3ms | 3ms;H7121
H7121-051;Conj-w | V-Nifal-ConjPerf-3fs;H7121
H7121-052;Conj-w | V-Nifal-ConsecImperf-3mp;H7121
H7121-053;V-Nifal-Perf-1cs;H7121
H7121-054;V-Qal-QalPassPrtcpl-ms;H7121
H7121-055;V-Nifal-Prtcpl-mp;H7121
H7121-056;Prep-b | V-Qal-Inf | 1cs;H7121
H7121-057;Conj-w | V-Qal-Imp-ms | 1cs;H7121
H7121-058;V-Qal-Imperf-1cp;H7121
H7121-059;V-Qal-Prtcpl-mpc | 2ms;H7121
H7121-060;V-Qal-Imperf-1cs | 2mse;H7121
H7121-061;V-Qal-Imperf-3ms | 1cs;H7121
H7121-062;Prep-b | V-Qal-Prtcpl-mpc;H7121
H7121-063;V-Qal-Prtcpl-mp;H7121
H7121-064;V-Qal-Prtcpl-mpc | 3ms;H7121
H7121-065;V-Qal-Imperf-3mp | 3ms;H7121
H7121-066;V-Qal-Imperf-3fs;H7121
H7121-067;V-Qal-Imperf-3mp | 1cs, Pn;H7121
H7121-068;V-Qal-QalPassPrtcpl-mpc | 3fs;H7121
H7121-069;V-Qal-Perf-1cs | 3ms;H7121
H7121-070;Art | V-Qal-Prtcpl-ms;H7121
H7121-071;Conj-w | V-Qal-ConjPerf-3fs;H7121
H7121-072;V-Qal-Imperf-3ms | 3ms;H7121
H7121-073;Art | V-Nifal-Prtcpl-ms;H7121
H7121-074;Art | V-Nifal-Prtcpl-mp;H7121
H7121-075;V-Nifal-Perf-3cp;H7121
H7121-076;V-Pual-Perf-3ms;H7121
H7121-077;V-Pual-Prtcpl-msc | 1cs;H7121
H7121-078;V-Qal-Perf-3ms | 1cs;H7121
H7121-079;V-Qal-Perf-3ms | 2fs;H7121
H7121-080;V-Qal-Imp-mp | 3ms;H7121
H7121-081;Conj-w | V-Pual-ConjPerf-3ms;H7121
H7121-082;V-Nifal-Imperf-2mp;H7121
H7121-083;V-Qal-Perf-2fs;H7121
H7121-084;V-Qal-Imperf-2fs;H7121
H7121-085;Prep | 1cs;H7121
H7121-086;V-Qal-Imperf-2ms | 3mp;H7121
H7121-087;Prep-b | V-Qal-Inf;H7121
H7121-088;Conj-w | V-Qal-Imp-ms | 3fse;H7121
H7121-089;V-Nifal-Prtcpl-ms;H7121
H7121-090;Conj-w | V-Qal-QalPassPrtcpl-mp;H7121
H7121-091;Conj-w | V-Qal-ConjImperf-3mp;H7121
H7121-092;V-Qal-QalPassPrtcpl-mpc | 3ms;H7121
H3117-001;N-ms;H3117
H3117-002;Art | N-ms;H3117
H3117-003;Conj-w, Prep-l | N-mp;H3117
H3117-004;Prep-b, Art | N-ms;H3117
H3117-005;N-msc;H3117
H3117-006;Prep-b | N-msc;H3117
H3117-007;N-mpc;H3117
H3117-008;N-mp;H3117
H3117-009;N-mpc | 3ms;H3117
H3117-010;Prep-b, Art | N-mp;H3117
H3117-011;Prep-l | N-mp;H3117
H3117-012;Art | N-mp;H3117
H3117-013;Conj-w | N-ms;H3117
H3117-014;Prep-b | N-mpc | 3ms;H3117
H3117-015;Prep-b | N-mpc;H3117
H3117-016;N-mpc | 3fs;H3117
H3117-017;Prep-k, Art | N-ms;H3117
H3117-018;Prep-k | N-mp;H3117
H3117-019;N-mpc | 1cs;H3117
H3117-020;Prep-b | N-ms;H3117
H3117-021;Prep-b | N-msc | 3ms;H3117
H3117-022;Prep-m | N-msc;H3117
H3117-023;Prep-m | N-ms;H3117
H3117-024;Conj-w, Prep-b, Art | N-ms;H3117
H3117-025;Prep-m | N-mp;H3117
H3117-026;N-mp | 3fs;H3117
H3117-027;N-md;H3117
H3117-028;Prep-l, Art | N-ms;H3117
H3117-029;Conj-w | N-msc;H3117
H3117-030;N-mpc | 2ms;H3117
H3117-031;Conj-w, Prep-b | N-msc;H3117
H3117-032;Prep-k | N-mpc;H3117
H3117-033;Conj-w, Prep-m | N-msc;H3117
H3117-034;Conj-w, Art | N-mp;H3117
H3117-035;Conj-w, Prep-b | N-ms;H3117
H3117-036;Prep-k, Art | N-mp;H3117
H3117-037;N-mpc | 2mp;H3117
H3117-038;Conj-w | N-mpc;H3117
H3117-039;Conj-w, Prep-k | N-mpc | 2ms;H3117
H3117-040;Prep-k | N-ms;H3117
H3117-041;Prep-l, Art | N-mp;H3117
H3117-042;Conj-w, Prep-b, Art | N-mp;H3117
H3117-043;Conj-w, Art | N-ms;H3117
H3117-044;Prep-l, Prep-m | N-ms;H3117
H3117-045;Prep-m, Art | N-ms;H3117
H3117-046; Prep-b, Art | N-ms;H3117
H3117-047;Prep-b, Art | N-ms ;H3117
H3117-048;Prep-m | N-mpc | 2ms;H3117
H3117-049;N-msc | 3ms;H3117
H3117-050;Prep-m | N-mpc | 3ms;H3117
H3117-051;Prep-l | N-ms;H3117
H3117-052;Prep-b | N-mpc | 2ms;H3117
H3117-053;N-mpc | 3mp;H3117
H3117-054;Prep-l, Prep-m | N-mpc;H3117
H3117-055;Prep-b | N-mpc | 1cs;H3117
H3117-056;Prep-m | N-mpc;H3117
H3117-057;Conj-w, Prep-b | N-mpc;H3117
H3117-059;Conj-w, Prep-l, Prep-m | N-mp;H3117
H3117-060;N-mpc | 1cp;H3117
H3117-061;Conj-w | N-mp;H3117
H3117-062;Conj-w, Prep-k | N-mpc;H3117
H3117-063;Conj-w | N-mpc | 1cs;H3117
H3117-064;Art, Prep-k | N-mpc;H3117
H3117-065;Prep-l | N-msc;H3117
H3117-066;Prep-m | N-mpc | 1cs;H3117
H3117-067;Prep-l | N-mpc;H3117
H3117-068;Art, Prep-m | N-mpc | 2ms;H3117
H3117-069;Prep-b | N-mpc | 3mp;H3117
H3117-070;Prep-k | N-msc;H3117
H3117-071;Conj-w, Prep-b | N-mpc | 1cs;H3117
H3117-072;Pro-r, Art | N-mp;H3117
H3117-073;Conj-w | N-mpc | 3fs;H3117
H3117-074;Conj-w, Prep-b | N-mpc | 2mp;H3117
H3117-075;Prep | N-msc;H3117
H3117-076;N-msc | 3mp;H3117
H3117-077;N-msc | 2ms;H3117
H3117-078;Prep-b | N-mpc | 2mp;H3117
H3117-079;N-mpc | 2fs;H3117
H3117-080;Prep-b | N-mp;H3117
H3117-081;Conj-w, Prep-b | N-mp;H3117
H3117-082;Conj-w, Prep-k | N-msc;H3117
H3117-083;Prep-m | N-md;H3117
H3117-084;Conj-w, Prep-l | N-msc;H3117
H3915-001;N-ms;H3915
H3915-002;Art | N-ms;H3915
H3915-003;Conj-w, Prep-b, Art | N-ms;H3915
H3915-004;Conj-w | N-ms;H3915
H3915-005;Prep-b, Art | N-ms;H3915
H3915-006;Prep-b | N-ms;H3915
H3915-007;N-msc;H3915
H3915-008;N-mp;H3915
H3915-009;Conj-w, Art | N-ms;H3915
H3915-010;Conj-w, Prep-k, Art | N-ms;H3915
H3915-011;Conj-w | N-mpc;H3915
H3915-012;Prep-l | N-ms;H3915
H3915-013;Prep-b, Art | N-mp;H3915
H3915-014;Prep-b | N-msc;H3915
H3915-015;Prep-k, Art | N-ms;H3915
H3915-016;Art | N-mp;H3915
H3915-017;Prep-m | N-ms;H3915
H3915-018;Prep-m | N-msc;H3915
H3915-019;Prep-k | N-msc;H3915
H6153-001;N-ms;H6153
H6153-002;Prep-b, Art | N-ms;H6153
H6153-003;Conj-w, Prep-l, Art | N-ms;H6153
H6153-004;Art | N-md;H6153
H6153-005;Art | N-ms;H6153
H6153-006;Prep-m | N-ms;H6153
H6153-007;Conj-w, Prep-b, Art | N-ms;H6153
H6153-008;Prep-l, Art | N-ms;H6153
H6153-009;Conj-w, Art | N-ms;H6153
H6153-010;Conj-w | N-ms;H6153
H6153-011;Prep-b | N-ms;H6153
H1242-001;N-ms;H1242
H1242-002;Prep-b, Art | N-ms;H1242
H1242-003;Art | N-ms;H1242
H1242-004;Conj-w | N-ms;H1242
H1242-005;Conj-w, Prep-b, Art | N-ms;H1242
H1242-006;Prep-l, Art | N-ms;H1242
H1242-007;Prep-m, Art | N-ms;H1242
H1242-008;Conj-w, Prep-l, Art | N-ms;H1242
H1242-009;Prep-m | N-ms;H1242
H1242-010;Prep-l | N-mp;H1242
H1242-011;Prep-k, Art | N-ms;H1242
H1242-012;Prep-l, Art | N-mp;H1242
H1242-013;Conj-w, Art | N-ms;H1242
H0259-001;Number-ms;H0259
H0259-002;Art | Number-ms;H0259
H0259-003;Number-fs;H0259
H0259-004;Prep-k | Number-ms;H0259
H0259-005;Art | Number-fs;H0259
H0259-006;Prep-b | Number-ms;H0259
H0259-007;Prep-b | Number-fsc;H0259
H0259-008;Number-mp;H0259
H0259-009;Number-msc;H0259
H0259-010;Conj-w | Number-msc;H0259
H0259-011;Prep-b | Number-msc;H0259
H0259-012;Conj-w, Art | Number-ms;H0259
H0259-013;Prep-k | Number-msc;H0259
H0259-014;Prep-l, Art | Number-ms;H0259
H0259-015;Art | Number-fsc;H0259
H0259-016;Number-fsc;H0259
H0259-017;Prep-m | Number-fs;H0259
H0259-018;Prep-l | Number-fs;H0259
H0259-019;Conj-w | Number-ms;H0259
H0259-020;Prep-l | Number-ms;H0259
H0259-021;Prep-b | Number-fs;H0259
H0259-022;Prep-m | Number-msc;H0259
H0259-023;Conj-w, Art | Number-fs;H0259
H0259-024;Prep-k | Number-fsc;H0259
H0259-025;Conj-w | Number-fs;H0259
H0259-026;Conj-w | Number-fsc;H0259
H0259-027;Conj-w, Prep-b | Number-ms;H0259
H0259-028;Conj-w, Prep-k | Number-msc;H0259
