id;text;verse_id;form_id
2301700906;כַּעֲזוּבַ֤ת;23017009;H5800a-056
2301700909;אֲשֶׁ֣ר;23017009;H0834a-003
2301700910;עָזְב֔וּ;23017009;H5800a-021
2301700912;בְּנֵ֣י;23017009;H1121a-030
2301700915;שְׁמָמָֽה׃;23017009;H8077a-006
2301701001;כִּ֤י;23017010;H3588a-005
2301701009;עַל־;23017010;H5921a-006
2301701010;כֵּ֗ן;23017010;H3651c-006
2301701012;נִטְעֵ֣י;23017010;H5194-003
2301701013;נַעֲמָנִ֔ים;23017010;H5282-001
2301701014;וּזְמֹ֥רַת;23017010;H2156-002
2301701016;תִּזְרָעֶֽנּוּ׃;23017010;H2232-023
2301701101;בְּי֤וֹם;23017011;H3117-006
2301701102;נִטְעֵךְ֙;23017011;H5194-004
2301701103;תְּשַׂגְשֵׂ֔גִי;23017011;H7735-001
2301701104;וּבַבֹּ֖קֶר;23017011;H1242-005
2301701105;זַרְעֵ֣ךְ;23017011;H2233-008
2301701107;נֵ֥ד;23017011;H5067-001
2301701109;בְּי֥וֹם;23017011;H3117-020
2301701111;וּכְאֵ֥ב;23017011;H3511-004
2301701112;אָנֽוּשׁ׃;23017011;H0605-002
2301701113;ס;23017011;H????-001
2301701201;ה֗וֹי;23017012;H1945-001
2301701205;כַּהֲמ֥וֹת;23017012;H1993-011
2301701206;יַמִּ֖ים;23017012;H3220-001
2301701207;יֶהֱמָי֑וּן;23017012;H1993-002
2301701208;וּשְׁא֣וֹן;23017012;H7588-004
2301701209;לְאֻמִּ֔ים;23017012;H3816-001
2301701210;כִּשְׁא֛וֹן;23017012;H7588-005
2301701211;מַ֥יִם;23017012;H4325-002
2301701212;כַּבִּירִ֖ים;23017012;H3524-002
2301701213;יִשָּׁאֽוּן׃;23017012;H7582-004
2301701301;לְאֻמִּ֗ים;23017013;H3816-001
2301701302;כִּשְׁא֞וֹן;23017013;H7588-005
2301701303;מַ֤יִם;23017013;H4325-002
2301701305;יִשָּׁא֔וּן;23017013;H7582-004
2301701306;וְגָ֥עַר;23017013;H1605-005
2301701307;בּ֖וֹ;23017013;H????-001
2301701308;וְנָ֣ס;23017013;H5127-012
2301701309;מִמֶּרְחָ֑ק;23017013;H4801-001
2301701310;וְרֻדַּ֗ף;23017013;H7291-053
2301701311;כְּמֹ֤ץ;23017013;H4671-004
2301701312;הָרִים֙;23017013;H2022-017
2301701313;לִפְנֵי־;23017013;H6440-025
2301701314;ר֔וּחַ;23017013;H7307-005
2301701315;וּכְגַלְגַּ֖ל;23017013;H1534-005
2301701316;לִפְנֵ֥י;23017013;H6440-008
2301701401;לְעֵ֥ת;23017014;H6256-001
2301701402;עֶ֙רֶב֙;23017014;H6153-001
2301701403;וְהִנֵּ֣ה;23017014;H2009-002
2301701404;בַלָּהָ֔ה;23017014;H1091-003
2301701405;בְּטֶ֥רֶם;23017014;H2962-002
2301701406;בֹּ֖קֶר;23017014;H1242-001
2301701407;אֵינֶ֑נּוּ;23017014;H0369-005
2301701408;זֶ֚ה;23017014;H2088-001
2301701410;שׁוֹסֵ֔ינוּ;23017014;H8154-006
2301701411;וְגוֹרָ֖ל;23017014;H1486-003
2301701412;לְבֹזְזֵֽינוּ׃;23017014;H0962-012
2301701413;ס;23017014;H????-001
2301800101;ה֥וֹי;23018001;H1945-001
2301800102;אֶ֖רֶץ;23018001;H0776-003
2301800104;כְּנָפָ֑יִם;23018001;H3671-020
2301800106;מֵעֵ֖בֶר;23018001;H5676-005
2301800107;לְנַֽהֲרֵי־;23018001;H5104-019
2301800201;הַשֹּׁלֵ֨חַ;23018002;H7971-133
2301800202;בַּיָּ֜ם;23018002;H3220-009
2301800204;וּבִכְלֵי־;23018002;H3627-028
2301800205;גֹמֶא֮;23018002;H1573-001
2301800207;פְּנֵי־;23018002;H6440-002
2301800208;מַיִם֒;23018002;H4325-002
2301800210;מַלְאָכִ֣ים;23018002;H4397-005
2301800211;קַלִּ֗ים;23018002;H7031-003
2301800212;אֶל־;23018002;H0413-001
2301800214;מְמֻשָּׁ֣ךְ;23018002;H4900-023
2301800215;וּמוֹרָ֔ט;23018002;H4178-001
2301800216;אֶל־;23018002;H0413-001
2301800218;נוֹרָ֖א;23018002;H3372-008
2301800220;ה֣וּא;23018002;H1931-001
2301800221;וָהָ֑לְאָה;23018002;H1973-003
2301800224;קָ֣ו;23018002;H6978-001
2301800225;וּמְבוּסָ֔ה;23018002;H4001-001
2301800227;בָּזְא֥וּ;23018002;H0958-001
2301800228;נְהָרִ֖ים;23018002;H5104-013
2301800229;אַרְצֽוֹ׃;23018002;H0776-024
2301800301;כָּל־;23018003;H3605-001
2301800302;יֹשְׁבֵ֥י;23018003;H3427-008
2301800303;תֵבֵ֖ל;23018003;H8398-001
2301800304;וְשֹׁ֣כְנֵי;23018003;H7931-036
2301800305;אָ֑רֶץ;23018003;H0776-003
2301701106;תַּפְרִ֑יחִי;23017011;H6524a-015
2301701108;קָצִ֛יר;23017011;H7105a-009
2301701110;נַחֲלָ֖ה;23017011;H2470a-004
2301701202;הֲמוֹן֙;23017012;H1995a-017
2301701203;עַמִּ֣ים;23017012;H5971a-051
2301701204;רַבִּ֔ים;23017012;H7227a-009
2301701304;רַבִּים֙;23017013;H7227a-009
2301701317;סוּפָֽה׃;23017013;H5492a-008
2301701409;חֵ֣לֶק;23017014;H2506a-015
2301800103;צִלְצַ֣ל;23018001;H6767a-001
2301800105;אֲשֶׁ֥ר;23018001;H0834a-003
2301800108;כֽוּשׁ׃;23018001;H3568a-002
2301800203;צִירִ֗ים;23018002;H6735a-005
2301800206;עַל־;23018002;H5921a-006
2301800213;גּוֹי֙;23018002;H1471a-030
2301800217;עַ֥ם;23018002;H5971a-028
2301800219;מִן־;23018002;H4480a-010
2301800222;גּ֚וֹי;23018002;H1471a-030
2301800223;קַו־;23018002;H6978-002
2301800226;אֲשֶׁר־;23018002;H0834a-003
2301800306;כִּנְשֹׂא־;23018003;H5375-106
2301800307;נֵ֤ס;23018003;H5251-002
2301800308;הָרִים֙;23018003;H2022-017
2301800309;תִּרְא֔וּ;23018003;H7200-041
2301800310;וְכִתְקֹ֥עַ;23018003;H8628-025
2301800311;שׁוֹפָ֖ר;23018003;H7782-001
2301800312;תִּשְׁמָֽעוּ׃;23018003;H8085-018
2301800313;ס;23018003;H????-001
2301800402;כֹ֨ה;23018004;H3541-001
2301800403;אָמַ֤ר;23018004;H0559-003
2301800404;יְהוָה֙;23018004;H3068-001
2301800405;אֵלַ֔י;23018004;H0413-004
2301800406;[אשקוטה];23018004;H8252-014
2301800407;(אֶשְׁקֳטָ֖ה);23018004;H8252-014
2301800408;וְאַבִּ֣יטָה;23018004;H5027-019
2301800409;בִמְכוֹנִ֑י;23018004;H4349-007
2301800410;כְּחֹ֥ם;23018004;H2527-002
2301800411;צַח֙;23018004;H6703-001
2301800414;כְּעָ֥ב;23018004;H5645-011
2301800415;טַ֖ל;23018004;H2919-006
2301800416;בְּחֹ֥ם;23018004;H2527-003
2301800502;לִפְנֵ֤י;23018005;H6440-008
2301800504;כְּתָם־;23018005;H8552-017
2301800505;פֶּ֔רַח;23018005;H6525-004
2301800506;וּבֹ֥סֶר;23018005;H1155-001
2301800507;גֹּמֵ֖ל;23018005;H1580-024
2301800508;יִֽהְיֶ֣ה;23018005;H1961-006
2301800509;נִצָּ֑ה;23018005;H5328-002
2301800510;וְכָרַ֤ת;23018005;H3772-050
2301800511;הַזַּלְזַלִּים֙;23018005;H2150-001
2301800512;בַּמַּזְמֵר֔וֹת;23018005;H4211-002
2301800513;וְאֶת־;23018005;H0853-002
2301800514;הַנְּטִישׁ֖וֹת;23018005;H5189-001
2301800515;הֵסִ֥יר;23018005;H5493-031
2301800516;הֵתַֽז׃;23018005;H8456-001
2301800603;לְעֵ֣יט;23018006;H5861-003
2301800604;הָרִ֔ים;23018006;H2022-017
2301800605;וּֽלְבֶהֱמַ֖ת;23018006;H0929-022
2301800606;הָאָ֑רֶץ;23018006;H0776-001
2301800607;וְקָ֤ץ;23018006;H6972-001
2301800609;הָעַ֔יִט;23018006;H5861-001
2301800610;וְכָל־;23018006;H3605-004
2301800611;בֶּהֱמַ֥ת;23018006;H0929-015
2301800612;הָאָ֖רֶץ;23018006;H0776-001
2301800701;בָּעֵת֩;23018007;H6256-003
2301800702;הַהִ֨יא;23018007;H1931-002
2301800703;יֽוּבַל־;23018007;H2986-003
2301800704;שַׁ֜י;23018007;H7862-001
2301800708;מְמֻשָּׁ֣ךְ;23018007;H4900-023
2301800709;וּמוֹרָ֔ט;23018007;H4178-001
2301800711;נוֹרָ֖א;23018007;H3372-008
2301800713;ה֣וּא;23018007;H1931-001
4001402313;δὲ;40014023;G1161-001
2301800714;וָהָ֑לְאָה;23018007;H1973-003
2301800717;קָ֣ו;23018007;H6978-001
2301800718;וּמְבוּסָ֗ה;23018007;H4001-001
2301800720;בָּזְא֤וּ;23018007;H0958-001
2301800721;נְהָרִים֙;23018007;H5104-013
2301800722;אַרְצ֔וֹ;23018007;H0776-024
2301800723;אֶל־;23018007;H0413-001
2301800724;מְק֛וֹם;23018007;H4725-002
2301800725;שֵׁם־;23018007;H8034-001
2301800728;הַר־;23018007;H2022-003
2301800729;צִיּֽוֹן׃;23018007;H6726-001
2301800730;ס;23018007;H????-001
2301900102;מִצְרָ֑יִם;23019001;H4714-004
2301900103;הִנֵּ֨ה;23019001;H2009-001
2301900104;יְהוָ֜ה;23019001;H3068-001
2301900105;רֹכֵ֨ב;23019001;H7392-007
2301900107;עָ֥ב;23019001;H5645-004
2301900108;קַל֙;23019001;H7031-001
2301900109;וּבָ֣א;23019001;H0935-155
2301900110;מִצְרַ֔יִם;23019001;H4714-004
2301900111;וְנָע֞וּ;23019001;H5128-021
2301900112;אֱלִילֵ֤י;23019001;H0457-006
2301900113;מִצְרַ֙יִם֙;23019001;H4714-004
2301900114;מִפָּנָ֔יו;23019001;H6440-024
2301900115;וּלְבַ֥ב;23019001;H3824-030
2301900116;מִצְרַ֖יִם;23019001;H4714-004
2301900117;יִמַּ֥ס;23019001;H4549-003
2301900118;בְּקִרְבּֽוֹ׃;23019001;H7130-002
2301800412;עֲלֵי־;23018004;H5921a-006
2301800413;א֔וֹר;23018004;H0216-001
2301800417;קָצִֽיר׃;23018004;H7105a-009
2301800501;כִּֽי־;23018005;H3588a-005
2301800503;קָצִיר֙;23018005;H7105a-009
2301800601;יֵעָזְב֤וּ;23018006;H5800a-011
2301800602;יַחְדָּו֙;23018006;H3162b-002
2301800608;עָלָיו֙;23018006;H5921a-026
2301800613;עָלָ֥יו;23018006;H5921a-026
2301800614;תֶּחֱרָֽף׃;23018006;H2778b-001
2301800705;לַיהוָ֣ה;23018007;H3068-002
2301800706;צְבָא֗וֹת;23018007;H6635b-002
2301800707;עַ֚ם;23018007;H5971a-028
2301800710;וּמֵעַ֥ם;23018007;H5971a-002
2301800712;מִן־;23018007;H4480a-010
2301800715;גּ֣וֹי ׀;23018007;H1471a-030
2301800716;קַו־;23018007;H6978-002
2301800726;יְהוָ֥ה;23018007;H3068-001
2301800727;צְבָא֖וֹת;23018007;H6635b-002
2301900101;מַשָּׂ֖א;23019001;H4853b-001
2301900106;עַל־;23019001;H5921a-006
2301900201;וְסִכְסַכְתִּ֤י;23019002;H5526b-003
2301900202;מִצְרַ֙יִם֙;23019002;H4714-004
2301900203;בְּמִצְרַ֔יִם;23019002;H4714-005
2301900205;אִישׁ־;23019002;H0376-002
2301900206;בְּאָחִ֖יו;23019002;H0251-037
2301900207;וְאִ֣ישׁ;23019002;H0376-011
2301900208;בְּרֵעֵ֑הוּ;23019002;H7453-007
2301900211;מַמְלָכָ֖ה;23019002;H4467-014
2301900212;בְּמַמְלָכָֽה׃;23019002;H4467-019
2301900302;רֽוּחַ־;23019003;H7307-004
2301900303;מִצְרַ֙יִם֙;23019003;H4714-004
2301900304;בְּקִרְבּ֔וֹ;23019003;H7130-002
2301900305;וַעֲצָת֖וֹ;23019003;H6098-019
2301900306;אֲבַלֵּ֑עַ;23019003;H1104-011
2301900307;וְדָרְשׁ֤וּ;23019003;H1875-013
2301900308;אֶל־;23019003;H0413-001
2301900309;הָֽאֱלִילִים֙;23019003;H0457-001
2301900310;וְאֶל־;23019003;H0413-002
2301900312;וְאֶל־;23019003;H0413-002
2301900313;הָאֹב֖וֹת;23019003;H0178-001
2301900314;וְאֶל־;23019003;H0413-002
2301900315;הַיִּדְּעֹנִֽים׃;23019003;H3049-001
2301900401;וְסִכַּרְתִּי֙;23019004;H5534-003
2301900402;אֶת־;23019004;H0853-001
2301900403;מִצְרַ֔יִם;23019004;H4714-004
2301900404;בְּיַ֖ד;23019004;H3027-022
2301900405;אֲדֹנִ֣ים;23019004;H0113-024
2301900406;קָשֶׁ֑ה;23019004;H7186-008
2301900407;וּמֶ֤לֶךְ;23019004;H4428-019
2301900408;עַז֙;23019004;H5794-001
2301900409;יִמְשָׁל־;23019004;H4910-002
2301900410;בָּ֔ם;23019004;H????-001
2301900411;נְאֻ֥ם;23019004;H5002-001
2301900412;הָאָד֖וֹן;23019004;H0113-031
2301900413;יְהוָ֥ה;23019004;H3068-001
2301900501;וְנִשְּׁתוּ־;23019005;H3001-014
2301900502;מַ֖יִם;23019005;H4325-002
2301900503;מֵֽהַיָּ֑ם;23019005;H3220-020
2301900504;וְנָהָ֖ר;23019005;H5104-001
2301900506;וְיָבֵֽשׁ׃;23019005;H5405-001
2301900602;נְהָר֔וֹת;23019006;H5104-013
2301900603;דָּלֲל֥וּ;23019006;H1809-002
2301900605;יְאֹרֵ֣י;23019006;H2975-007
2301900606;מָצ֑וֹר;23019006;H4693-001
2301900607;קָנֶ֥ה;23019006;H7070-011
2301900608;וָס֖וּף;23019006;H5488-004
2301900609;קָמֵֽלוּ׃;23019006;H7060-001
2301900701;עָר֥וֹת;23019007;H6169-001
2301900703;יְא֖וֹר;23019007;H2975-009
2301900705;פִּ֣י;23019007;H6310-004
2301900706;יְא֑וֹר;23019007;H2975-009
2301900707;וְכֹל֙;23019007;H3605-004
2301900708;מִזְרַ֣ע;23019007;H4218-001
2301900709;יְא֔וֹר;23019007;H2975-009
2301900710;יִיבַ֥שׁ;23019007;H3001-008
2301900711;נִדַּ֖ף;23019007;H5086-006
2301900712;וְאֵינֶֽנּוּ׃;23019007;H0369-002
2301900801;וְאָנוּ֙;23019008;H0578-001
2301900802;הַדַּיָּגִ֔ים;23019008;H1771-001
2301900803;וְאָ֣בְל֔וּ;23019008;H0056-011
2301900804;כָּל־;23019008;H3605-001
2301900805;מַשְׁלִיכֵ֥י;23019008;H7993-041
2301900806;בַיְא֖וֹר;23019008;H2975-004
2301900807;חַכָּ֑ה;23019008;H2443-002
2301900808;וּפֹרְשֵׂ֥י;23019008;H6566-024
2301900811;פְּנֵי־;23019008;H6440-002
2301900812;מַ֖יִם;23019008;H4325-002
2301900813;אֻמְלָֽלוּ׃;23019008;H0535-003
2301900901;וּבֹ֛שׁוּ;23019009;H0954-018
2301900902;עֹבְדֵ֥י;23019009;H5647-065
2301900903;פִשְׁתִּ֖ים;23019009;H6593-001
2301900904;שְׂרִיק֑וֹת;23019009;H8305-001
2301900905;וְאֹרְגִ֖ים;23019009;H0707-006
2301900906;חוֹרָֽי׃;23019009;H2355-001
2301901001;וְהָי֥וּ;23019010;H1961-005
2301901002;שָׁתֹתֶ֖יהָ;23019010;H8356-002
2301901003;מְדֻכָּאִ֑ים;23019010;H1792-012
2301901004;כָּל־;23019010;H3605-001
2301901006;שֶׂ֖כֶר;23019010;H7938-002
2301901007;אַגְמֵי־;23019010;H0099-001
2301901008;נָֽפֶשׁ׃;23019010;H5315-001
2301901101;אַךְ־;23019011;H0389-001
2301901103;שָׂ֣רֵי;23019011;H8269-001
2301901104;צֹ֔עַן;23019011;H6814-001
2301901105;חַכְמֵי֙;23019011;H2450-004
2301901106;יֹעֲצֵ֣י;23019011;H6098-020
2301901107;פַרְעֹ֔ה;23019011;H6547-001
2301901108;עֵצָ֖ה;23019011;H6098-001
2301900209;עִ֣יר;23019002;H5892b-004
2301900210;בְּעִ֔יר;23019002;H5892b-040
2301900301;וְנָבְקָ֤ה;23019003;H1238b-004
2301900311;הָ֣אִטִּ֔ים;23019003;H0328a-001
2301900414;צְבָאֽוֹת׃;23019004;H6635b-002
2301900505;יֶחֱרַ֥ב;23019005;H2717a-005
2301900604;וְחָרְב֖וּ;23019006;H2717a-010
2301900702;עַל־;23019007;H5921a-006
2301900704;עַל־;23019007;H5921a-006
2301900809;מִכְמֹ֛רֶת;23019008;H4365b-001
2301900810;עַל־;23019008;H5921a-006
2301901005;עֹ֥שֵׂי;23019010;H6213a-056
2301901102;אֱוִלִים֙;23019011;H0191-004
2301901111;תֹּאמְר֣וּ;23019011;H0559-025
2301901112;אֶל־;23019011;H0413-001
2301901113;פַּרְעֹ֔ה;23019011;H6547-001
2301901115;חֲכָמִ֥ים;23019011;H2450-008
2301901116;אֲנִ֖י;23019011;H0589-002
2301901118;מַלְכֵי־;23019011;H4428-008
2301901201;אַיָּם֙;23019012;H0335-005
2301901202;אֵפ֣וֹא;23019012;H0645-001
2301901203;חֲכָמֶ֔יךָ;23019012;H2450-012
2301901204;וְיַגִּ֥ידוּ;23019012;H5046-036
2301901205;נָ֖א;23019012;H4994-001
2301901206;לָ֑ךְ;23019012;H????-001
2301901207;וְיֵ֣דְע֔וּ;23019012;H3045-078
2301901208;מַה־;23019012;H4100-001
2301901209;יָּעַ֛ץ;23019012;H3289-003
2301901213;מִצְרָֽיִם׃;23019012;H4714-004
2301901301;נֽוֹאֲלוּ֙;23019013;H2973-002
2301901302;שָׂ֣רֵי;23019013;H8269-001
2301901303;צֹ֔עַן;23019013;H6814-001
2301901304;נִשְּׁא֖וּ;23019013;H5377-004
2301901305;שָׂ֣רֵי;23019013;H8269-001
2301901306;נֹ֑ף;23019013;H5297-001
2301901307;הִתְע֥וּ;23019013;H8582-001
2301901308;אֶת־;23019013;H0853-001
2301901309;מִצְרַ֖יִם;23019013;H4714-004
2301901310;פִּנַּ֥ת;23019013;H6438-007
2301901311;שְׁבָטֶֽיהָ׃;23019013;H7626-031
2301901401;יְהוָ֛ה;23019014;H3068-001
2301901402;מָסַ֥ךְ;23019014;H4537-004
2301901403;בְּקִרְבָּ֖הּ;23019014;H7130-001
2301901404;ר֣וּחַ;23019014;H7307-004
2301901405;עִוְעִ֑ים;23019014;H5773-001
2301901406;וְהִתְע֤וּ;23019014;H8582-015
2301901407;אֶת־;23019014;H0853-001
2301901408;מִצְרַ֙יִם֙;23019014;H4714-004
2301901409;בְּכָֽל־;23019014;H3605-014
2301901410;מַעֲשֵׂ֔הוּ;23019014;H4639-019
2301901411;כְּהִתָּע֥וֹת;23019014;H8582-016
2301901412;שִׁכּ֖וֹר;23019014;H7910-002
2301901501;וְלֹֽא־;23019015;H3808-002
2301901502;יִהְיֶ֥ה;23019015;H1961-006
2301901503;לְמִצְרַ֖יִם;23019015;H4714-009
2301901504;מַֽעֲשֶׂ֑ה;23019015;H4639-013
2301901508;וְזָנָ֖ב;23019015;H2180-007
2301901509;כִּפָּ֥ה;23019015;H3712-002
2301901510;וְאַגְמֽוֹן׃;23019015;H0100-002
2301901511;ס;23019015;H????-001
2301901601;בַּיּ֣וֹם;23019016;H3117-004
2301901602;הַה֔וּא;23019016;H1931-005
2301901603;יִֽהְיֶ֥ה;23019016;H1961-006
2301901604;מִצְרַ֖יִם;23019016;H4714-004
2301901605;כַּנָּשִׁ֑ים;23019016;H0802-018
2301901606;וְחָרַ֣ד ׀;23019016;H2729-011
2301901607;וּפָחַ֗ד;23019016;H6342-010
2301901608;מִפְּנֵי֙;23019016;H6440-003
2301901609;תְּנוּפַת֙;23019016;H8573-003
2301901611;יְהוָ֣ה;23019016;H3068-001
2301901614;ה֖וּא;23019016;H1931-001
2301901701;וְ֠הָיְתָה;23019017;H1961-017
2301901702;אַדְמַ֨ת;23019017;H0127-006
2301901703;יְהוּדָ֤ה;23019017;H3063-001
2301901704;לְמִצְרַ֙יִם֙;23019017;H4714-009
2301901705;לְחָגָּ֔א;23019017;H2283-001
2301901706;כֹּל֩;23019017;H3605-010
2301901708;יַזְכִּ֥יר;23019017;H2142-057
2301901709;אֹתָ֛הּ;23019017;H0853-006
2301901710;אֵלָ֖יו;23019017;H0413-006
2301901711;יִפְחָ֑ד;23019017;H6342-011
2301901712;מִפְּנֵ֗י;23019017;H6440-003
2301901713;עֲצַת֙;23019017;H6098-003
2301901714;יְהוָ֣ה;23019017;H3068-001
2301901717;ה֖וּא;23019017;H1931-001
2301901718;יוֹעֵ֥ץ;23019017;H3289-009
2301901720;ס;23019017;H????-001
2301901801;בַּיּ֣וֹם;23019018;H3117-004
2301901802;הַה֡וּא;23019018;H1931-005
2301901803;יִהְיוּ֩;23019018;H1961-016
2301901804;חָמֵ֨שׁ;23019018;H2568-001
2301901806;בְּאֶ֣רֶץ;23019018;H0776-006
2301901807;מִצְרַ֗יִם;23019018;H4714-004
2301901808;מְדַבְּרוֹת֙;23019018;H1696-082
2301901110;אֵ֚יךְ;23019011;H0349a-001
2301901114;בֶּן־;23019011;H1121a-073
2301901117;בֶּן־;23019011;H1121a-073
2301901119;קֶֽדֶם׃;23019011;H6924a-003
2301901210;יְהוָ֥ה;23019012;H3068-001
2301901211;צְבָא֖וֹת;23019012;H6635b-002
2301901212;עַל־;23019012;H5921a-006
2301901413;בְּקִיאֽוֹ׃;23019014;H6892b-002
2301901505;אֲשֶׁ֧ר;23019015;H0834a-003
2301901506;יַעֲשֶׂ֛ה;23019015;H6213a-132
2301901507;רֹ֥אשׁ;23019015;H7218a-045
2301901613;אֲשֶׁר־;23019016;H0834a-003
2301901615;מֵנִ֥יף;23019016;H5130b-003
2301901616;עָלָֽיו׃;23019016;H5921a-026
2301901707;אֲשֶׁ֨ר;23019017;H0834a-003
2301901715;צְבָא֔וֹת;23019017;H6635b-002
2301901716;אֲשֶׁר־;23019017;H0834a-003
2301901719;עָלָֽיו׃;23019017;H5921a-026
2301901805;עָרִ֜ים;23019018;H5892b-047
2301901809;שְׂפַ֣ת;23019018;H8193-004
2301901811;וְנִשְׁבָּע֖וֹת;23019018;H7650-037
2301901812;לַיהוָ֣ה;23019018;H3068-002
2301901815;הַהֶ֔רֶס;23019018;H2041-001
2301901816;יֵאָמֵ֖ר;23019018;H0559-005
2301901817;לְאֶחָֽת׃;23019018;H0259-018
2301901818;ס;23019018;H????-001
2301901901;בַּיּ֣וֹם;23019019;H3117-004
2301901902;הַה֗וּא;23019019;H1931-005
2301901903;יִֽהְיֶ֤ה;23019019;H1961-006
2301901904;מִזְבֵּ֙חַ֙;23019019;H4196-001
2301901905;לַֽיהוָ֔ה;23019019;H3068-002
2301901906;בְּת֖וֹךְ;23019019;H8432-001
2301901907;אֶ֣רֶץ;23019019;H0776-005
2301901908;מִצְרָ֑יִם;23019019;H4714-004
2301901909;וּמַצֵּבָ֥ה;23019019;H4676-004
2301901910;אֵֽצֶל־;23019019;H0681-003
2301901911;גְּבוּלָ֖הּ;23019019;H1366-015
2301901912;לַֽיהוָֽה׃;23019019;H3068-002
2301902001;וְהָיָ֨ה;23019020;H1961-007
2301902002;לְא֥וֹת;23019020;H0226-008
2301902003;וּלְעֵ֛ד;23019020;H5707-012
2301902004;לַֽיהוָ֥ה;23019020;H3068-002
2301902006;בְּאֶ֣רֶץ;23019020;H0776-006
2301902007;מִצְרָ֑יִם;23019020;H4714-004
2301902009;יִצְעֲק֤וּ;23019020;H6817-018
2301902010;אֶל־;23019020;H0413-001
2301902011;יְהוָה֙;23019020;H3068-001
2301902012;מִפְּנֵ֣י;23019020;H6440-003
2301902013;לֹֽחֲצִ֔ים;23019020;H3905-001
2301902014;וְיִשְׁלַ֥ח;23019020;H7971-162
2301902015;לָהֶ֛ם;23019020;H????-001
2301902016;מוֹשִׁ֥יעַ;23019020;H3467-005
2301902018;וְהִצִּילָֽם׃;23019020;H5337-069
2301902101;וְנוֹדַ֤ע;23019021;H3045-073
2301902102;יְהוָה֙;23019021;H3068-001
2301902103;לְמִצְרַ֔יִם;23019021;H4714-009
2301902104;וְיָדְע֥וּ;23019021;H3045-030
2301902105;מִצְרַ֛יִם;23019021;H4714-004
2301902106;אֶת־;23019021;H0853-001
2301902107;יְהוָ֖ה;23019021;H3068-001
2301902108;בַּיּ֣וֹם;23019021;H3117-004
2301902109;הַה֑וּא;23019021;H1931-005
2301902110;וְעָֽבְדוּ֙;23019021;H5647-033
2301902111;זֶ֣בַח;23019021;H2077-001
2301902112;וּמִנְחָ֔ה;23019021;H4503-007
2301902113;וְנָדְרוּ־;23019021;H5087-015
2301902114;נֵ֥דֶר;23019021;H5088-001
2301902115;לַֽיהוָ֖ה;23019021;H3068-002
2301902201;וְנָגַ֧ף;23019022;H5062-027
2301902202;יְהוָ֛ה;23019022;H3068-001
2301902203;אֶת־;23019022;H0853-001
2301902204;מִצְרַ֖יִם;23019022;H4714-004
2301902205;נָגֹ֣ף;23019022;H5062-028
2301902206;וְרָפ֑וֹא;23019022;H7495-029
2301902207;וְשָׁ֙בוּ֙;23019022;H7725-051
2301902208;עַד־;23019022;H5704-001
2301902209;יְהוָ֔ה;23019022;H3068-001
4001500212;γὰρ;40015002;G1063-001
2301902210;וְנֶעְתַּ֥ר;23019022;H6279-011
2301902211;לָהֶ֖ם;23019022;H????-001
2301902212;וּרְפָאָֽם׃;23019022;H7495-030
2301902301;בַּיּ֣וֹם;23019023;H3117-004
2301902302;הַה֗וּא;23019023;H1931-005
2301902303;תִּהְיֶ֨ה;23019023;H1961-030
2301902304;מְסִלָּ֤ה;23019023;H4546-012
2301902305;מִמִּצְרַ֙יִם֙;23019023;H4714-003
2301902306;אַשּׁ֔וּרָה;23019023;H0804-003
2301902307;וּבָֽא־;23019023;H0935-109
2301902308;אַשּׁ֥וּר;23019023;H0804-001
2301902309;בְּמִצְרַ֖יִם;23019023;H4714-005
2301902310;וּמִצְרַ֣יִם;23019023;H4714-010
2301902311;בְּאַשּׁ֑וּר;23019023;H0804-005
2301902312;וְעָבְד֥וּ;23019023;H5647-033
2301902313;מִצְרַ֖יִם;23019023;H4714-004
2301902315;אַשּֽׁוּר׃;23019023;H0804-001
2301902316;ס;23019023;H????-001
2301902401;בַּיּ֣וֹם;23019024;H3117-004
2301902402;הַה֗וּא;23019024;H1931-005
2301902403;יִהְיֶ֤ה;23019024;H1961-006
2301902404;יִשְׂרָאֵל֙;23019024;H3478-001
2301902405;שְׁלִ֣ישִׁיָּ֔ה;23019024;H7992-013
2301902406;לְמִצְרַ֖יִם;23019024;H4714-009
2301902407;וּלְאַשּׁ֑וּר;23019024;H0804-006
2301902408;בְּרָכָ֖ה;23019024;H1293-001
2301902409;בְּקֶ֥רֶב;23019024;H7130-004
2301902410;הָאָֽרֶץ׃;23019024;H0776-001
2301902502;בֵּרֲכ֛וֹ;23019025;H1288-025
2301902503;יְהוָ֥ה;23019025;H3068-001
2301902505;לֵאמֹ֑ר;23019025;H0559-002
2301902506;בָּר֨וּךְ;23019025;H1288-002
2301901813;צְבָא֑וֹת;23019018;H6635b-002
2301901814;עִ֣יר;23019018;H5892b-010
2301902008;כִּֽי־;23019020;H3588a-005
2301902017;וָרָ֖ב;23019020;H7227a-022
2301902116;וְשִׁלֵּֽמוּ׃;23019021;H7999a-022
2301902314;אֶת־;23019023;H0854-033
2301902501;אֲשֶׁ֧ר;23019025;H0834a-003
2301902504;צְבָא֖וֹת;23019025;H6635b-002
2301902507;עַמִּ֜י;23019025;H5971a-062
2301902508;מִצְרַ֗יִם;23019025;H4714-004
2301902509;וּמַעֲשֵׂ֤ה;23019025;H4639-021
2301902510;יָדַי֙;23019025;H3027-054
