id;text;verse_id;form_id
0104300203;כִּלּוּ֙;01043002;H3615-007
0104300204;לֶאֱכֹ֣ל;01043002;H0398-019
0104300205;אֶת־;01043002;H0853-001
0104300206;הַשֶּׁ֔בֶר;01043002;H7668-004
0104300208;הֵבִ֖יאוּ;01043002;H0935-063
0104300209;מִמִּצְרָ֑יִם;01043002;H4714-003
0104300210;וַיֹּ֤אמֶר;01043002;H0559-001
0104300211;אֲלֵיהֶם֙;01043002;H0413-009
0104300212;אֲבִיהֶ֔ם;01043002;H0001-003
0104300213;שֻׁ֖בוּ;01043002;H7725-037
0104300214;שִׁבְרוּ־;01043002;H7666-005
0104300215;לָ֥נוּ;01043002;H????-001
0104300216;מְעַט־;01043002;H4592-001
0104300217;אֹֽכֶל׃;01043002;H0400-003
0104300301;וַיֹּ֧אמֶר;01043003;H0559-001
0104300302;אֵלָ֛יו;01043003;H0413-006
0104300303;יְהוּדָ֖ה;01043003;H3063-001
0104300304;לֵאמֹ֑ר;01043003;H0559-002
0104300307;בָּ֨נוּ;01043003;H????-001
0104300308;הָאִ֤ישׁ;01043003;H0376-012
0104300309;לֵאמֹר֙;01043003;H0559-002
0104300310;לֹֽא־;01043003;H3808-001
0104300311;תִרְא֣וּ;01043003;H7200-041
0104300312;פָנַ֔י;01043003;H6440-018
0104300313;בִּלְתִּ֖י;01043003;H1115-002
0104300314;אֲחִיכֶ֥ם;01043003;H0251-024
0104300315;אִתְּכֶֽם׃;01043003;H0854-006
0104300402;יֶשְׁךָ֛;01043004;H3426-002
0104300403;מְשַׁלֵּ֥חַ;01043004;H7971-034
0104300404;אֶת־;01043004;H0853-001
0104300405;אָחִ֖ינוּ;01043004;H0251-021
0104300406;אִתָּ֑נוּ;01043004;H0854-010
0104300407;נֵרְדָ֕ה;01043004;H3381-002
0104300408;וְנִשְׁבְּרָ֥ה;01043004;H7666-006
0104300409;לְךָ֖;01043004;H????-001
0104300410;אֹֽכֶל׃;01043004;H0400-003
0104300502;אֵינְךָ֥;01043005;H0369-004
0104300503;מְשַׁלֵּ֖חַ;01043005;H7971-034
0104300504;לֹ֣א;01043005;H3808-001
0104300505;נֵרֵ֑ד;01043005;H3381-016
0104300507;הָאִ֞ישׁ;01043005;H0376-012
0104300508;אָמַ֤ר;01043005;H0559-003
0104300509;אֵלֵ֙ינוּ֙;01043005;H0413-008
0104300510;לֹֽא־;01043005;H3808-001
0104300511;תִרְא֣וּ;01043005;H7200-041
0104300512;פָנַ֔י;01043005;H6440-018
0104300513;בִּלְתִּ֖י;01043005;H1115-002
0104300514;אֲחִיכֶ֥ם;01043005;H0251-024
0104300515;אִתְּכֶֽם׃;01043005;H0854-006
0104300601;וַיֹּ֙אמֶר֙;01043006;H0559-001
0104300602;יִשְׂרָאֵ֔ל;01043006;H3478-001
0104300603;לָמָ֥ה;01043006;H4100-001
0104300605;לִ֑י;01043006;H????-001
0104300606;לְהַגִּ֣יד;01043006;H5046-010
0104300607;לָאִ֔ישׁ;01043006;H0376-021
0104300608;הַע֥וֹד;01043006;H5750-001
0104300609;לָכֶ֖ם;01043006;H????-001
0104300610;אָֽח׃;01043006;H0251-012
0104300701;וַיֹּאמְר֡וּ;01043007;H0559-006
0104300702;שָׁא֣וֹל;01043007;H7592-008
0104300703;שָֽׁאַל־;01043007;H7592-009
0104300704;הָ֠אִישׁ;01043007;H0376-012
0104300705;לָ֣נוּ;01043007;H????-001
0104300706;וּלְמֽוֹלַדְתֵּ֜נוּ;01043007;H4138-006
0104300707;לֵאמֹ֗ר;01043007;H0559-002
0104300708;הַע֨וֹד;01043007;H5750-001
0104300709;אֲבִיכֶ֥ם;01043007;H0001-021
0104300711;הֲיֵ֣שׁ;01043007;H3426-001
0104300712;לָכֶ֣ם;01043007;H????-001
0104300713;אָ֔ח;01043007;H0251-012
0104300714;וַנַ֨גֶּד־;01043007;H5046-012
0104300715;ל֔וֹ‪‬;01043007;H????-001
0104300717;פִּ֖י;01043007;H6310-004
0104300718;הַדְּבָרִ֣ים;01043007;H1697-003
0104300719;הָאֵ֑לֶּה;01043007;H0428-005
0104300720;הֲיָד֣וֹעַ;01043007;H3045-009
0104300721;נֵדַ֔ע;01043007;H3045-026
0104300723;יֹאמַ֔ר;01043007;H0559-019
0104300724;הוֹרִ֖ידוּ;01043007;H3381-017
0104300725;אֶת־;01043007;H0853-001
0104300726;אֲחִיכֶֽם׃;01043007;H0251-024
0104300202;כַּאֲשֶׁ֤ר;01043002;H0834d-003
0104300207;אֲשֶׁ֥ר;01043002;H0834a-003
0104300305;הָעֵ֣ד;01043003;H5749b-004
0104300306;הֵעִד֩;01043003;H5749b-022
0104300501;וְאִם־;01043005;H0518a-002
0104300506;כִּֽי־;01043005;H3588a-005
0104300604;הֲרֵעֹתֶ֖ם;01043006;H7489a-017
0104300710;חַי֙;01043007;H2416a-014
0104300716;עַל־;01043007;H5921a-006
0104300722;כִּ֣י;01043007;H3588a-005
0104300801;וַיֹּ֨אמֶר;01043008;H0559-001
0104300802;יְהוּדָ֜ה;01043008;H3063-001
0104300803;אֶל־;01043008;H0413-001
0104300804;יִשְׂרָאֵ֣ל;01043008;H3478-001
0104300805;אָבִ֗יו;01043008;H0001-001
0104300806;שִׁלְחָ֥ה;01043008;H7971-035
0104300807;הַנַּ֛עַר;01043008;H5288-002
0104300808;אִתִּ֖י;01043008;H0854-008
0104300811;וְנִֽחְיֶה֙;01043008;H2421-012
0104300812;וְלֹ֣א;01043008;H3808-002
0104300813;נָמ֔וּת;01043008;H4191-023
0104300814;גַּם־;01043008;H1571-001
0104300815;אֲנַ֥חְנוּ;01043008;H0587-001
0104300816;גַם־;01043008;H1571-001
0104300818;גַּם־;01043008;H1571-001
0104300819;טַפֵּֽנוּ׃;01043008;H2945-002
0104300901;אָֽנֹכִי֙;01043009;H0595-001
0104300902;אֶֽעֶרְבֶ֔נּוּ;01043009;H6148-001
0104300903;מִיָּדִ֖י;01043009;H3027-016
0104300904;תְּבַקְשֶׁ֑נּוּ;01043009;H1245-004
0104300906;לֹ֨א;01043009;H3808-001
0104300907;הֲבִיאֹתִ֤יו;01043009;H0935-064
0104300908;אֵלֶ֙יךָ֙;01043009;H0413-005
0104300909;וְהִצַּגְתִּ֣יו;01043009;H3322-003
0104300910;לְפָנֶ֔יךָ;01043009;H6440-012
0104300911;וְחָטָ֥אתִֽי;01043009;H2398-004
0104300912;לְךָ֖;01043009;H????-001
0104300913;כָּל־;01043009;H3605-001
0104300914;הַיָּמִֽים׃;01043009;H3117-012
0104301002;לוּלֵ֣א;01043010;H3884-001
0104301003;הִתְמַהְמָ֑הְנוּ;01043010;H4102-002
0104301005;עַתָּ֥ה;01043010;H6258-002
0104301006;שַׁ֖בְנוּ;01043010;H7725-038
0104301007;זֶ֥ה;01043010;H2088-001
0104301008;פַעֲמָֽיִם׃;01043010;H6471-002
0104301101;וַיֹּ֨אמֶר;01043011;H0559-001
0104301102;אֲלֵהֶ֜ם;01043011;H0413-009
0104301103;יִשְׂרָאֵ֣ל;01043011;H3478-001
0104301104;אֲבִיהֶ֗ם;01043011;H0001-003
0104301107;אֵפוֹא֮;01043011;H0645-001
0104301108;זֹ֣את;01043011;H2063-001
0104301110;קְח֞וּ;01043011;H3947-039
0104301111;מִזִּמְרַ֤ת;01043011;H2173-001
0104301112;הָאָ֙רֶץ֙;01043011;H0776-001
0104301113;בִּכְלֵיכֶ֔ם;01043011;H3627-006
0104301114;וְהוֹרִ֥ידוּ;01043011;H3381-018
0104301116;מִנְחָ֑ה;01043011;H4503-001
0104301117;מְעַ֤ט;01043011;H4592-001
0104301118;צֳרִי֙;01043011;H6875-002
0104301119;וּמְעַ֣ט;01043011;H4592-005
0104301120;דְּבַ֔שׁ;01043011;H1706-001
0104301121;נְכֹ֣את;01043011;H5219-001
0104301122;וָלֹ֔ט;01043011;H3910-001
0104301123;בָּטְנִ֖ים;01043011;H0992-001
0104301124;וּשְׁקֵדִֽים׃;01043011;H8247-001
0104301201;וְכֶ֥סֶף;01043012;H3701-008
0104301202;מִשְׁנֶ֖ה;01043012;H4932-002
0104301203;קְח֣וּ;01043012;H3947-039
0104301204;בְיֶדְכֶ֑ם;01043012;H3027-004
0104301205;וְאֶת־;01043012;H0853-002
0104301206;הַכֶּ֜סֶף;01043012;H3701-007
0104301207;הַמּוּשָׁ֨ב;01043012;H7725-039
0104301208;בְּפִ֤י;01043012;H6310-007
0104301209;אַמְתְּחֹֽתֵיכֶם֙;01043012;H0572-003
0104301210;תָּשִׁ֣יבוּ;01043012;H7725-040
0104301211;בְיֶדְכֶ֔ם;01043012;H3027-004
0104301212;אוּלַ֥י;01043012;H0194-001
0104301213;מִשְׁגֶּ֖ה;01043012;H4870-001
0104301214;הֽוּא׃;01043012;H1931-001
0104301301;וְאֶת־;01043013;H0853-002
0104301302;אֲחִיכֶ֖ם;01043013;H0251-024
0104301303;קָ֑חוּ;01043013;H3947-039
0104301305;שׁ֥וּבוּ;01043013;H7725-037
0104301306;אֶל־;01043013;H0413-001
0104301307;הָאִֽישׁ׃;01043013;H0376-012
0104301401;וְאֵ֣ל;01043014;H0410-004
0104301402;שַׁדַּ֗י;01043014;H7706-001
0104301403;יִתֵּ֨ן;01043014;H5414-044
0104301404;לָכֶ֤ם;01043014;H????-001
0104301406;לִפְנֵ֣י;01043014;H6440-008
0104301407;הָאִ֔ישׁ;01043014;H0376-012
0104301408;וְשִׁלַּ֥ח;01043014;H7971-018
0104301409;לָכֶ֛ם;01043014;H????-001
0104301410;אֶת־;01043014;H0853-001
0104301411;אֲחִיכֶ֥ם;01043014;H0251-024
0104301412;אַחֵ֖ר;01043014;H0312-001
0104301413;וְאֶת־;01043014;H0853-002
0104301414;בִּנְיָמִ֑ין;01043014;H1144-001
0104301415;וַאֲנִ֕י;01043014;H0589-001
0104300810;וְנֵלֵ֑כָה;01043008;H3212-027
0104300817;אַתָּ֖ה;01043008;H0859a-004
0104300905;אִם־;01043009;H0518a-003
0104301001;כִּ֖י;01043010;H3588a-005
0104301004;כִּֽי־;01043010;H3588a-005
0104301105;אִם־;01043011;H0518a-003
0104301106;כֵּ֣ן ׀;01043011;H3651c-006
0104301109;עֲשׂוּ֒;01043011;H6213a-006
0104301115;לָאִ֖ישׁ;01043011;H0376-021
0104301304;וְק֖וּמוּ;01043013;H6965b-022
0104301416;כַּאֲשֶׁ֥ר;01043014;H0834d-003
0104301501;וַיִּקְח֤וּ;01043015;H3947-009
0104301502;הָֽאֲנָשִׁים֙;01043015;H0376-008
0104301503;אֶת־;01043015;H0853-001
0104301504;הַמִּנְחָ֣ה;01043015;H4503-004
0104301505;הַזֹּ֔את;01043015;H2063-003
0104301506;וּמִשְׁנֶה־;01043015;H4932-003
0104301507;כֶּ֛סֶף;01043015;H3701-002
0104301508;לָקְח֥וּ;01043015;H3947-035
0104301509;בְיָדָ֖ם;01043015;H3027-026
0104301510;וְאֶת־;01043015;H0853-002
0104301511;בִּנְיָמִ֑ן;01043015;H1144-001
0104301513;וַיֵּרְד֣וּ;01043015;H3381-013
0104301514;מִצְרַ֔יִם;01043015;H4714-004
0104301515;וַיַּֽעַמְד֖וּ;01043015;H5975-008
0104301516;לִפְנֵ֥י;01043015;H6440-008
0104301517;יוֹסֵֽף׃;01043015;H3130-001
0104301601;וַיַּ֨רְא;01043016;H7200-001
0104301602;יוֹסֵ֣ף;01043016;H3130-001
0104301603;אִתָּם֮;01043016;H0854-004
0104301604;אֶת־;01043016;H0853-001
0104301605;בִּנְיָמִין֒;01043016;H1144-001
0104301606;וַיֹּ֙אמֶר֙;01043016;H0559-001
0104301610;הָבֵ֥א;01043016;H0935-065
0104301611;אֶת־;01043016;H0853-001
0104301614;וּטְבֹ֤חַ;01043016;H2873-001
0104301615;טֶ֙בַח֙;01043016;H2874-001
0104301618;אִתִּ֛י;01043016;H0854-008
0104301619;יֹאכְל֥וּ;01043016;H0398-026
0104301702;הָאִ֔ישׁ;01043017;H0376-012
0104301704;אָמַ֣ר;01043017;H0559-003
0104301705;יוֹסֵ֑ף;01043017;H3130-001
0104301706;וַיָּבֵ֥א;01043017;H0935-001
0104301707;הָאִ֛ישׁ;01043017;H0376-012
0104301708;אֶת־;01043017;H0853-001
0104301709;הָאֲנָשִׁ֖ים;01043017;H0376-008
0104301711;יוֹסֵֽף׃;01043017;H3130-001
0104301801;וַיִּֽירְא֣וּ;01043018;H3372-005
0104301802;הָֽאֲנָשִׁ֗ים;01043018;H0376-008
0104301804;הֽוּבְאוּ֮;01043018;H0935-066
0104301806;יוֹסֵף֒;01043018;H3130-001
0104301807;וַיֹּאמְר֗וּ;01043018;H0559-006
0104301809;דְּבַ֤ר;01043018;H1697-002
0104301810;הַכֶּ֙סֶף֙;01043018;H3701-007
0104301811;הַשָּׁ֤ב;01043018;H7725-041
0104301812;בְּאַמְתְּחֹתֵ֙ינוּ֙;01043018;H0572-004
0104301813;בַּתְּחִלָּ֔ה;01043018;H8462-001
0104301814;אֲנַ֖חְנוּ;01043018;H0587-001
0104301815;מֽוּבָאִ֑ים;01043018;H0935-067
0104301816;לְהִתְגֹּלֵ֤ל;01043018;H1556-003
0104301818;וּלְהִתְנַפֵּ֣ל;01043018;H5307-009
0104301820;וְלָקַ֧חַת;01043018;H3947-029
0104301821;אֹתָ֛נוּ;01043018;H0853-016
0104301822;לַעֲבָדִ֖ים;01043018;H5650-014
0104301823;וְאֶת־;01043018;H0853-002
0104301824;חֲמֹרֵֽינוּ׃;01043018;H2543-008
0104301901;וַֽיִּגְּשׁוּ֙;01043019;H5066-003
0104301902;אֶל־;01043019;H0413-001
0104301903;הָאִ֔ישׁ;01043019;H0376-012
0104301907;יוֹסֵ֑ף;01043019;H3130-001
0104301908;וַיְדַבְּר֥וּ;01043019;H1696-015
0104301909;אֵלָ֖יו;01043019;H0413-006
0104301910;פֶּ֥תַח;01043019;H6607-003
0104302001;וַיֹּאמְר֖וּ;01043020;H0559-006
0104302002;בִּ֣י;01043020;H0994-001
0104302003;אֲדֹנִ֑י;01043020;H0113-004
0104302004;יָרֹ֥ד;01043020;H3381-019
0104302005;יָרַ֛דְנוּ;01043020;H3381-020
0104302006;בַּתְּחִלָּ֖ה;01043020;H8462-001
0104302007;לִשְׁבָּר־;01043020;H7666-002
0104302008;אֹֽכֶל׃;01043020;H0400-003
0104302101;וַֽיְהִ֞י;01043021;H1961-003
0104302103;בָ֣אנוּ;01043021;H0935-043
0104302104;אֶל־;01043021;H0413-001
0104302105;הַמָּל֗וֹן;01043021;H4411-002
0104302107;אֶת־;01043021;H0853-001
0104301418;שָׁכָֽלְתִּי׃;01043014;H7921a-013
0104301512;וַיָּקֻ֙מוּ֙;01043015;H6965b-090
0104301607;לַֽאֲשֶׁ֣ר;01043016;H0834a-004
0104301608;עַל־;01043016;H5921a-006
0104301609;בֵּית֔וֹ;01043016;H1004b-018
0104301612;הָאֲנָשִׁ֖ים;01043016;H0376-008
0104301613;הַבָּ֑יְתָה;01043016;H1004b-053
0104301616;וְהָכֵ֔ן;01043016;H3559a-013
0104301617;כִּ֥י;01043016;H3588a-005
0104301620;הָאֲנָשִׁ֖ים;01043016;H0376-008
0104301701;וַיַּ֣עַשׂ;01043017;H6213a-010
0104301703;כַּֽאֲשֶׁ֖ר;01043017;H0834d-003
0104301710;בֵּ֥יתָה;01043017;H1004b-017
0104301803;כִּ֣י;01043018;H3588a-005
0104301805;בֵּ֣ית;01043018;H1004b-064
0104301808;עַל־;01043018;H5921a-006
0104301817;עָלֵ֙ינוּ֙;01043018;H5921a-033
0104301819;עָלֵ֔ינוּ;01043018;H5921a-033
0104301904;אֲשֶׁ֖ר;01043019;H0834a-003
0104301905;עַל־;01043019;H5921a-006
0104301906;בֵּ֣ית;01043019;H1004b-064
0104301911;הַבָּֽיִת׃;01043019;H1004b-065
0104302102;כִּי־;01043021;H3588a-005
0202202806;לֹ֥א;02022028;H3808-001
0104302106;וַֽנִּפְתְּחָה֙;01043021;H6605a-053
0104302108;אַמְתְּחֹתֵ֔ינוּ;01043021;H0572-005
0104302109;וְהִנֵּ֤ה;01043021;H2009-002
0104302110;כֶֽסֶף־;01043021;H3701-006
0104302111;אִישׁ֙;01043021;H0376-002
0104302112;בְּפִ֣י;01043021;H6310-007
0104302113;אַמְתַּחְתּ֔וֹ;01043021;H0572-001
0104302114;כַּסְפֵּ֖נוּ;01043021;H3701-009
0104302115;בְּמִשְׁקָל֑וֹ;01043021;H4948-003
0104302116;וַנָּ֥שֶׁב;01043021;H7725-042
0104302117;אֹת֖וֹ;01043021;H0853-004
0104302118;בְּיָדֵֽנוּ׃;01043021;H3027-034
0104302201;וְכֶ֧סֶף;01043022;H3701-008
0104302202;אַחֵ֛ר;01043022;H0312-001
0104302203;הוֹרַ֥דְנוּ;01043022;H3381-021
0104302204;בְיָדֵ֖נוּ;01043022;H3027-034
0104302205;לִשְׁבָּר־;01043022;H7666-002
0104302206;אֹ֑כֶל;01043022;H0400-003
0104302207;לֹ֣א;01043022;H3808-001
0104302208;יָדַ֔עְנוּ;01043022;H3045-018
0104302209;מִי־;01043022;H4310-001
0104302211;כַּסְפֵּ֖נוּ;01043022;H3701-009
0104302212;בְּאַמְתְּחֹתֵֽינוּ׃;01043022;H0572-004
0104302301;וַיֹּאמֶר֩;01043023;H0559-001
0104302302;שָׁל֨וֹם;01043023;H7965-003
0104302303;לָכֶ֜ם;01043023;H????-001
0104302304;אַל־;01043023;H0408-001
0104302305;תִּירָ֗אוּ;01043023;H3372-011
0104302306;אֱלֹ֨הֵיכֶ֜ם;01043023;H0430-011
0104302307;וֵֽאלֹהֵ֤י;01043023;H0430-008
0104302308;אֲבִיכֶם֙;01043023;H0001-021
0104302309;נָתַ֨ן;01043023;H5414-024
0104302310;לָכֶ֤ם;01043023;H????-001
0104302311;מַטְמוֹן֙;01043023;H4301-001
0104302312;בְּאַמְתְּחֹ֣תֵיכֶ֔ם;01043023;H0572-006
0104302313;כַּסְפְּכֶ֖ם;01043023;H3701-012
0104302314;בָּ֣א;01043023;H0935-012
0104302315;אֵלָ֑י;01043023;H0413-004
0104302316;וַיּוֹצֵ֥א;01043023;H3318-016
0104302317;אֲלֵהֶ֖ם;01043023;H0413-009
0104302318;אֶת־;01043023;H0853-001
0104302319;שִׁמְעֽוֹן׃;01043023;H8095-001
0104302401;וַיָּבֵ֥א;01043024;H0935-001
0104302402;הָאִ֛ישׁ;01043024;H0376-012
0104302403;אֶת־;01043024;H0853-001
0104302404;הָאֲנָשִׁ֖ים;01043024;H0376-008
0104302406;יוֹסֵ֑ף;01043024;H3130-001
0104302407;וַיִּתֶּן־;01043024;H5414-001
0104302408;מַ֙יִם֙;01043024;H4325-002
0104302409;וַיִּרְחֲצ֣וּ;01043024;H7364-003
0104302410;רַגְלֵיהֶ֔ם;01043024;H7272-009
0104302411;וַיִּתֵּ֥ן;01043024;H5414-001
0104302412;מִסְפּ֖וֹא;01043024;H4554-001
0104302413;לַחֲמֹֽרֵיהֶֽם׃;01043024;H2543-009
0104302502;אֶת־;01043025;H0853-001
0104302503;הַמִּנְחָ֔ה;01043025;H4503-004
0104302504;עַד־;01043025;H5704-001
0104302505;בּ֥וֹא;01043025;H0935-052
0104302506;יוֹסֵ֖ף;01043025;H3130-001
0104302509;שָֽׁמְע֔וּ;01043025;H8085-025
0104302511;שָׁ֖ם;01043025;H8033-001
0104302512;יֹ֥אכְלוּ;01043025;H0398-026
0104302513;לָֽחֶם׃;01043025;H3899-001
0104302601;וַיָּבֹ֤א;01043026;H0935-010
0104302602;יוֹסֵף֙;01043026;H3130-001
0104302604;וַיָּבִ֥יאּוּ;01043026;H0935-024
0104302605;ל֛וֹ;01043026;H????-001
0104302606;אֶת־;01043026;H0853-001
0104302607;הַמִּנְחָ֥ה;01043026;H4503-004
0104302609;בְּיָדָ֖ם;01043026;H3027-026
0104302611;וַיִּשְׁתַּחֲווּ־;01043026;H7812-007
0104302612;ל֖וֹ;01043026;H????-001
0104302613;אָֽרְצָה׃;01043026;H0776-008
0104302701;וַיִּשְׁאַ֤ל;01043027;H7592-005
0104302702;לָהֶם֙;01043027;H????-001
0104302703;לְשָׁל֔וֹם;01043027;H7965-004
0104302704;וַיֹּ֗אמֶר;01043027;H0559-001
0104302705;הֲשָׁל֛וֹם;01043027;H7965-002
0104302706;אֲבִיכֶ֥ם;01043027;H0001-021
0104302707;הַזָּקֵ֖ן;01043027;H2205-004
0104302709;אֲמַרְתֶּ֑ם;01043027;H0559-029
0104302710;הַעוֹדֶ֖נּוּ;01043027;H5750-002
0104302801;וַיֹּאמְר֗וּ;01043028;H0559-006
0104302802;שָׁל֛וֹם;01043028;H7965-003
0104302803;לְעַבְדְּךָ֥;01043028;H5650-012
0104302804;לְאָבִ֖ינוּ;01043028;H0001-018
0104302805;עוֹדֶ֣נּוּ;01043028;H5750-002
0104302807;וַֽיִּקְּד֖וּ;01043028;H6915-003
0104302808;[וישתחו];01043028;H7812-001
0300902002;אֶת־;03009020;H0853-001
0104302405;בֵּ֣יתָה;01043024;H1004b-017
0104302507;בַּֽצָּהֳרָ֑יִם;01043025;H6672a-004
0104302508;כִּ֣י;01043025;H3588a-005
0104302510;כִּי־;01043025;H3588a-005
0104302603;הַבַּ֔יְתָה;01043026;H1004b-053
0104302608;אֲשֶׁר־;01043026;H0834a-003
0104302610;הַבָּ֑יְתָה;01043026;H1004b-053
0104302708;אֲשֶׁ֣ר;01043027;H0834a-003
0104302711;חָֽי׃;01043027;H2416a-014
0104302806;חָ֑י;01043028;H2416a-014
0202300802;לֹ֣א;02023008;H3808-001
0104302809;(וַיִּֽשְׁתַּחֲוּֽוּ׃‪‬‪‬);01043028;H7812-007
0104302901;וַיִּשָּׂ֣א;01043029;H5375-004
0104302903;וַיַּ֞רְא;01043029;H7200-001
0104302904;אֶת־;01043029;H0853-001
0104302905;בִּנְיָמִ֣ין;01043029;H1144-001
0104302906;אָחִיו֮;01043029;H0251-001
0104302908;אִמּוֹ֒;01043029;H0517-001
0104302909;וַיֹּ֗אמֶר;01043029;H0559-001
0104302910;הֲזֶה֙;01043029;H2088-003
0104302911;אֲחִיכֶ֣ם;01043029;H0251-024
0104302914;אֲמַרְתֶּ֖ם;01043029;H0559-029
0104302915;אֵלָ֑י;01043029;H0413-004
0104302916;וַיֹּאמַ֕ר;01043029;H0559-001
0104302917;אֱלֹהִ֥ים;01043029;H0430-001
0104303002;יוֹסֵ֗ף;01043030;H3130-001
0104303004;נִכְמְר֤וּ;01043030;H3648-001
0104303006;אֶל־;01043030;H0413-001
0104303007;אָחִ֔יו;01043030;H0251-001
0104303008;וַיְבַקֵּ֖שׁ;01043030;H1245-005
0104303009;לִבְכּ֑וֹת;01043030;H1058-005
0104303010;וַיָּבֹ֥א;01043030;H0935-010
0104303011;הַחַ֖דְרָה;01043030;H2315-001
0104303012;וַיֵּ֥בְךְּ;01043030;H1058-003
0104303013;שָֽׁמָּה׃;01043030;H8033-004
0104303101;וַיִּרְחַ֥ץ;01043031;H7364-004
0104303102;פָּנָ֖יו;01043031;H6440-004
0104303103;וַיֵּצֵ֑א;01043031;H3318-004
0104303104;וַיִּ֨תְאַפַּ֔ק;01043031;H0662-001
0104303105;וַיֹּ֖אמֶר;01043031;H0559-001
0104303107;לָֽחֶם׃;01043031;H3899-001
0104303202;ל֛וֹ;01043032;H????-001
0104303203;לְבַדּ֖וֹ;01043032;H0905-001
0104303204;וְלָהֶ֣ם;01043032;H????-001
0104303205;לְבַדָּ֑ם;01043032;H0905-004
0104303206;וְלַמִּצְרִ֞ים;01043032;H4713-007
0104303207;הָאֹכְלִ֤ים;01043032;H0398-030
0104303208;אִתּוֹ֙;01043032;H0854-003
0104303209;לְבַדָּ֔ם;01043032;H0905-004
0104303211;לֹ֨א;01043032;H3808-001
0104303212;יוּכְל֜וּן;01043032;H3201-010
0104303213;הַמִּצְרִ֗ים;01043032;H4713-001
0104303214;לֶאֱכֹ֤ל;01043032;H0398-019
0104303216;הָֽעִבְרִים֙;01043032;H5680-003
0104303217;לֶ֔חֶם;01043032;H3899-001
0104303219;תוֹעֵבָ֥ה;01043032;H8441-001
0104303220;הִ֖וא;01043032;H1931-003
0104303221;לְמִצְרָֽיִם׃;01043032;H4713-006
0104303301;וַיֵּשְׁב֣וּ;01043033;H3427-003
0104303302;לְפָנָ֔יו;01043033;H6440-016
0104303303;הַבְּכֹר֙;01043033;H1060-004
0104303304;כִּבְכֹ֣רָת֔וֹ;01043033;H1062-007
0104303305;וְהַצָּעִ֖יר;01043033;H6810-004
0104303306;כִּצְעִרָת֑וֹ;01043033;H6812-001
0104303307;וַיִּתְמְה֥וּ;01043033;H8539-001
0104303308;הָאֲנָשִׁ֖ים;01043033;H0376-008
0104303309;אִ֥ישׁ;01043033;H0376-002
0104303310;אֶל־;01043033;H0413-001
0104303311;רֵעֵֽהוּ׃;01043033;H7453-001
0104303401;וַיִּשָּׂ֨א;01043034;H5375-004
0104303402;מַשְׂאֹ֜ת;01043034;H4864-001
0104303404;פָּנָיו֮;01043034;H6440-023
0104303405;אֲלֵהֶם֒;01043034;H0413-009
0104303407;מַשְׂאַ֧ת;01043034;H4864-002
0104303408;בִּנְיָמִ֛ן;01043034;H1144-001
0104303409;מִמַּשְׂאֹ֥ת;01043034;H4864-003
0104303410;כֻּלָּ֖ם;01043034;H3605-022
0104303411;חָמֵ֣שׁ;01043034;H2568-001
0104303412;יָד֑וֹת;01043034;H3027-035
0104303413;וַיִּשְׁתּ֥וּ;01043034;H8354-006
0104303414;וַֽיִּשְׁכְּר֖וּ;01043034;H7937-002
0104400101;וַיְצַ֞ו;01044001;H6680-001
0104400102;אֶת־;01044001;H0853-001
0104400106;לֵאמֹר֒;01044001;H0559-002
0104400107;מַלֵּ֞א;01044001;H4390-008
0104400108;אֶת־;01044001;H0853-001
0104400109;אַמְתְּחֹ֤ת;01044001;H0572-007
0104400110;הָֽאֲנָשִׁים֙;01044001;H0376-008
0104400111;אֹ֔כֶל;01044001;H0400-003
0104400113;יוּכְל֖וּן;01044001;H3201-010
0104400114;שְׂאֵ֑ת;01044001;H5375-015
0104302907;בֶּן־;01043029;H1121a-073
0104302913;אֲשֶׁ֥ר;01043029;H0834a-003
0104302918;יָחְנְךָ֖;01043029;H2603a-025
0104302919;בְּנִֽי׃;01043029;H1121a-044
0104303001;וַיְמַהֵ֣ר;01043030;H4116a-018
0104303003;כִּֽי־;01043030;H3588a-005
0104303005;רַחֲמָיו֙;01043030;H7356b-014
0104303106;שִׂ֥ימוּ;01043031;H7760a-067
0104303201;וַיָּשִׂ֥ימוּ;01043032;H7760a-058
0104303210;כִּי֩;01043032;H3588a-005
0104303215;אֶת־;01043032;H0854-033
0104303218;כִּי־;01043032;H3588a-005
0104303403;מֵאֵ֣ת;01043034;H0854-023
0104303406;וַתֵּ֜רֶב;01043034;H7235a-013
0104303415;עִמּֽוֹ׃;01043034;H5973a-017
0104400103;אֲשֶׁ֣ר;01044001;H0834a-003
0104400104;עַל־;01044001;H5921a-006
0104400105;בֵּיתוֹ֮;01044001;H1004b-018
0104400112;כַּאֲשֶׁ֥ר;01044001;H0834d-003
0104400116;כֶּֽסֶף־;01044001;H3701-006
0104400117;אִ֖ישׁ;01044001;H0376-002
0104400118;בְּפִ֥י;01044001;H6310-007
0104400119;אַמְתַּחְתּֽוֹ׃;01044001;H0572-001
0104400201;וְאֶת־;01044002;H0853-002
0104400202;גְּבִיעִ֞י;01044002;H1375-001
0104400203;גְּבִ֣יעַ;01044002;H1375-002
0104400204;הַכֶּ֗סֶף;01044002;H3701-007
0104400206;בְּפִי֙;01044002;H6310-007
0104400207;אַמְתַּ֣חַת;01044002;H0572-008
0104400209;וְאֵ֖ת;01044002;H0853-002
